event_id,referral_lead_id,partner_id,event_type,event_at,agent_name,rationale
EV006195,RL01669,P014,matched,2024-04-18,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006196,RL01669,P014,booked,2024-04-21,negotiation,partner accepted; capacity held
EV006197,RL01669,P014,resolved,2024-05-03,monitor,closed successfully
EV006198,RL01670,,classified,2024-04-01,intake,
EV006199,RL01670,P015,matched,2024-04-04,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006200,RL01670,P015,booked,2024-04-11,negotiation,partner accepted; capacity held
EV006201,RL01670,P015,resolved,2024-04-19,monitor,closed successfully
EV006202,RL01671,,classified,2024-04-07,intake,
EV006203,RL01671,P015,matched,2024-04-10,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006204,RL01671,P015,booked,2024-04-15,negotiation,partner accepted; capacity held
EV006205,RL01671,P015,resolved,2024-04-27,monitor,closed successfully
EV006206,RL01672,,classified,2024-04-16,intake,
EV006207,RL01672,P015,matched,2024-04-18,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006208,RL01673,,classified,2024-04-08,intake,
EV006209,RL01673,P014,matched,2024-04-10,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006210,RL01673,P014,booked,2024-04-15,negotiation,partner accepted; capacity held
EV006211,RL01673,P014,resolved,2024-04-22,monitor,closed successfully
EV006212,RL01674,,classified,2024-04-26,intake,
EV006213,RL01674,P014,matched,2024-04-29,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006214,RL01674,P014,booked,2024-05-05,negotiation,partner accepted; capacity held
EV006215,RL01674,P014,resolved,2024-05-14,monitor,closed successfully
EV006216,RL01675,,classified,2024-04-09,intake,
EV006217,RL01675,P013,matched,2024-04-12,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006218,RL01675,P013,booked,2024-04-22,negotiation,partner accepted; capacity held
EV006219,RL01675,P013,resolved,2024-05-15,monitor,closed successfully
EV006220,RL01676,,classified,2024-04-12,intake,
EV006221,RL01676,P015,matched,2024-04-13,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006222,RL01676,P015,lost,2024-04-22,monitor,no fit / declined
EV006223,RL01677,,classified,2024-04-27,intake,
EV006224,RL01678,,classified,2024-04-09,intake,
EV006225,RL01678,P013,matched,2024-04-11,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006226,RL01678,P013,booked,2024-04-21,negotiation,partner accepted; capacity held
EV006227,RL01678,P013,resolved,2024-05-14,monitor,closed successfully
EV006228,RL01679,,classified,2024-04-02,intake,
EV006229,RL01679,P013,matched,2024-04-05,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006230,RL01679,P013,lost,2024-04-16,monitor,no fit / declined
EV006231,RL01680,,classified,2024-04-22,intake,
EV006232,RL01680,P014,matched,2024-04-23,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006233,RL01680,P014,outreach_sent,2024-04-24,negotiation,round 1
EV006234,RL01680,P014,reply_received,2024-04-25,negotiation,propose_alternative
EV006235,RL01680,P014,outreach_sent,2024-04-26,negotiation,round 2
EV006236,RL01680,P014,reply_received,2024-04-27,negotiation,propose_alternative
EV006237,RL01680,P014,outreach_sent,2024-04-28,negotiation,round 3
EV006238,RL01680,P014,reply_received,2024-04-29,negotiation,propose_alternative
EV006239,RL01681,,classified,2024-05-02,intake,
EV006240,RL01681,P014,matched,2024-05-03,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006241,RL01681,P014,booked,2024-05-08,negotiation,partner accepted; capacity held
EV006242,RL01681,P014,resolved,2024-05-21,monitor,closed successfully
EV006243,RL01682,,classified,2024-05-24,intake,
EV006244,RL01682,P013,matched,2024-05-27,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006245,RL01682,P013,booked,2024-06-05,negotiation,partner accepted; capacity held
EV006246,RL01682,P013,resolved,2024-06-30,monitor,closed successfully
EV006247,RL01683,,classified,2024-05-21,intake,
EV006248,RL01683,P013,matched,2024-05-24,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006249,RL01683,P013,booked,2024-06-02,negotiation,partner accepted; capacity held
EV006250,RL01683,P013,resolved,2024-06-21,monitor,closed successfully
EV006251,RL01684,,classified,2024-05-08,intake,
EV006252,RL01684,P014,matched,2024-05-10,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006253,RL01684,P014,outreach_sent,2024-05-11,negotiation,round 1
EV006254,RL01684,P014,reply_received,2024-05-12,negotiation,propose_alternative
EV006255,RL01684,P014,outreach_sent,2024-05-13,negotiation,round 2
EV006256,RL01684,P014,reply_received,2024-05-14,negotiation,propose_alternative
EV006257,RL01684,P014,outreach_sent,2024-05-15,negotiation,round 3
EV006258,RL01684,P014,reply_received,2024-05-16,negotiation,propose_alternative
EV006259,RL01685,,classified,2024-05-25,intake,
EV006260,RL01685,P013,matched,2024-05-27,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006261,RL01686,,classified,2024-05-23,intake,
EV006262,RL01686,P015,matched,2024-05-26,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006263,RL01686,P015,lost,2024-06-01,monitor,no fit / declined
EV006264,RL01687,,classified,2024-05-24,intake,
EV006265,RL01687,P013,matched,2024-05-25,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006266,RL01687,P013,booked,2024-06-02,negotiation,partner accepted; capacity held
EV006267,RL01687,P013,resolved,2024-06-15,monitor,closed successfully
EV006268,RL01688,,classified,2024-05-23,intake,
EV006269,RL01688,P014,matched,2024-05-24,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006270,RL01688,P014,lost,2024-06-05,monitor,no fit / declined
EV006271,RL01689,,classified,2024-05-19,intake,
EV006272,RL01689,P014,matched,2024-05-20,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006273,RL01690,,classified,2024-05-15,intake,
EV006274,RL01690,P013,matched,2024-05-18,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006275,RL01690,P013,booked,2024-05-25,negotiation,partner accepted; capacity held
EV006276,RL01690,P013,resolved,2024-05-30,monitor,closed successfully
EV006277,RL01691,,classified,2024-05-22,intake,
EV006278,RL01691,P013,matched,2024-05-23,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006279,RL01691,P013,booked,2024-05-25,negotiation,partner accepted; capacity held
EV006280,RL01691,P013,resolved,2024-06-13,monitor,closed successfully
EV006281,RL01692,,classified,2024-05-06,intake,
EV006282,RL01693,,classified,2024-05-11,intake,
EV006283,RL01693,P014,matched,2024-05-13,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006284,RL01694,,classified,2024-05-14,intake,
EV006285,RL01694,P013,matched,2024-05-16,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006286,RL01694,P013,booked,2024-05-20,negotiation,partner accepted; capacity held
EV006287,RL01694,P013,resolved,2024-06-04,monitor,closed successfully
EV006288,RL01695,,classified,2024-05-12,intake,
EV006289,RL01696,,classified,2024-06-03,intake,
EV006290,RL01696,P015,matched,2024-06-04,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006291,RL01696,P015,booked,2024-06-14,negotiation,partner accepted; capacity held
EV006292,RL01696,P015,resolved,2024-07-03,monitor,closed successfully
EV006293,RL01697,,classified,2024-06-19,intake,
EV006294,RL01697,P013,matched,2024-06-22,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006295,RL01698,,classified,2024-06-19,intake,
EV006296,RL01698,P013,matched,2024-06-22,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006297,RL01698,P013,booked,2024-06-30,negotiation,partner accepted; capacity held
EV006298,RL01698,P013,resolved,2024-07-20,monitor,closed successfully
EV006299,RL01699,,classified,2024-06-13,intake,
EV006300,RL01699,P015,matched,2024-06-16,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006301,RL01699,P015,outreach_sent,2024-06-17,negotiation,round 1
EV006302,RL01699,P015,reply_received,2024-06-18,negotiation,propose_alternative
EV006303,RL01699,P015,outreach_sent,2024-06-19,negotiation,round 2
EV006304,RL01699,P015,reply_received,2024-06-20,negotiation,propose_alternative
EV006305,RL01699,P015,outreach_sent,2024-06-21,negotiation,round 3
EV006306,RL01699,P015,reply_received,2024-06-22,negotiation,propose_alternative
EV006307,RL01700,,classified,2024-06-14,intake,
EV006308,RL01700,P013,matched,2024-06-16,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006309,RL01700,P013,booked,2024-06-20,negotiation,partner accepted; capacity held
EV006310,RL01700,P013,resolved,2024-07-14,monitor,closed successfully
EV006311,RL01701,,classified,2024-06-03,intake,
EV006312,RL01701,P014,matched,2024-06-04,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006313,RL01701,P014,lost,2024-06-09,monitor,no fit / declined
EV006314,RL01702,,classified,2024-06-03,intake,
EV006315,RL01702,P015,matched,2024-06-06,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006316,RL01702,P015,booked,2024-06-10,negotiation,partner accepted; capacity held
EV006317,RL01702,P015,resolved,2024-06-19,monitor,closed successfully
EV006318,RL01703,,classified,2024-06-11,intake,
EV006319,RL01703,P013,matched,2024-06-13,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006320,RL01703,P013,booked,2024-06-23,negotiation,partner accepted; capacity held
EV006321,RL01703,P013,resolved,2024-07-15,monitor,closed successfully
EV006322,RL01704,,classified,2024-06-27,intake,
EV006323,RL01704,P015,matched,2024-06-30,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006324,RL01704,P015,lost,2024-07-15,monitor,no fit / declined
EV006325,RL01705,,classified,2024-06-13,intake,
EV006326,RL01705,P014,matched,2024-06-15,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006327,RL01705,P014,lost,2024-06-29,monitor,no fit / declined
EV006328,RL01706,,classified,2024-06-12,intake,
EV006329,RL01707,,classified,2024-06-09,intake,
EV006330,RL01707,P013,matched,2024-06-10,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006331,RL01707,P013,lost,2024-06-22,monitor,no fit / declined
EV006332,RL01708,,classified,2024-06-21,intake,
EV006333,RL01708,P013,matched,2024-06-24,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006334,RL01708,P013,booked,2024-06-27,negotiation,partner accepted; capacity held
EV006335,RL01708,P013,resolved,2024-07-02,monitor,closed successfully
EV006336,RL01709,,classified,2024-06-13,intake,
EV006337,RL01709,P013,matched,2024-06-14,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006338,RL01710,,classified,2024-06-08,intake,
EV006339,RL01710,P015,matched,2024-06-11,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006340,RL01710,P015,outreach_sent,2024-06-12,negotiation,round 1
EV006341,RL01710,P015,reply_received,2024-06-13,negotiation,propose_alternative
EV006342,RL01710,P015,outreach_sent,2024-06-14,negotiation,round 2
EV006343,RL01710,P015,reply_received,2024-06-15,negotiation,propose_alternative
EV006344,RL01710,P015,outreach_sent,2024-06-16,negotiation,round 3
EV006345,RL01710,P015,reply_received,2024-06-17,negotiation,propose_alternative
EV006346,RL01711,,classified,2024-07-25,intake,
EV006347,RL01711,P013,matched,2024-07-27,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006348,RL01711,P013,booked,2024-07-29,negotiation,partner accepted; capacity held
EV006349,RL01711,P013,resolved,2024-08-10,monitor,closed successfully
EV006350,RL01712,,classified,2024-07-27,intake,
EV006351,RL01712,P015,matched,2024-07-29,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006352,RL01712,P015,booked,2024-08-04,negotiation,partner accepted; capacity held
EV006353,RL01712,P015,resolved,2024-08-12,monitor,closed successfully
EV006354,RL01713,,classified,2024-07-20,intake,
EV006355,RL01713,P015,matched,2024-07-21,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006356,RL01713,P015,lost,2024-08-04,monitor,no fit / declined
EV006357,RL01714,,classified,2024-07-03,intake,
EV006358,RL01714,P014,matched,2024-07-05,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006359,RL01714,P014,lost,2024-07-13,monitor,no fit / declined
EV006360,RL01715,,classified,2024-07-11,intake,
EV006361,RL01715,P015,matched,2024-07-13,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006362,RL01715,P015,booked,2024-07-15,negotiation,partner accepted; capacity held
EV006363,RL01715,P015,resolved,2024-07-26,monitor,closed successfully
EV006364,RL01716,,classified,2024-07-04,intake,
EV006365,RL01716,P013,matched,2024-07-05,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006366,RL01716,P013,booked,2024-07-08,negotiation,partner accepted; capacity held
EV006367,RL01716,P013,resolved,2024-07-14,monitor,closed successfully
EV006368,RL01717,,classified,2024-07-27,intake,
EV006369,RL01717,P013,matched,2024-07-30,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006370,RL01717,P013,booked,2024-08-09,negotiation,partner accepted; capacity held
EV006371,RL01717,P013,resolved,2024-08-26,monitor,closed successfully
EV006372,RL01718,,classified,2024-07-22,intake,
EV006373,RL01718,P014,matched,2024-07-25,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006374,RL01718,P014,outreach_sent,2024-07-26,negotiation,round 1
EV006375,RL01718,P014,reply_received,2024-07-27,negotiation,propose_alternative
EV006376,RL01718,P014,outreach_sent,2024-07-28,negotiation,round 2
EV006377,RL01718,P014,reply_received,2024-07-29,negotiation,propose_alternative
EV006378,RL01718,P014,outreach_sent,2024-07-30,negotiation,round 3
EV006379,RL01718,P014,reply_received,2024-07-31,negotiation,propose_alternative
EV006380,RL01719,,classified,2024-07-07,intake,
EV006381,RL01719,P013,matched,2024-07-08,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006382,RL01719,P013,booked,2024-07-12,negotiation,partner accepted; capacity held
EV006383,RL01719,P013,resolved,2024-07-22,monitor,closed successfully
EV006384,RL01720,,classified,2024-07-01,intake,
EV006385,RL01720,P014,matched,2024-07-03,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006386,RL01720,P014,booked,2024-07-10,negotiation,partner accepted; capacity held
EV006387,RL01720,P014,resolved,2024-07-29,monitor,closed successfully
EV006388,RL01721,,classified,2024-07-13,intake,
EV006389,RL01721,P013,matched,2024-07-15,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006390,RL01721,P013,booked,2024-07-23,negotiation,partner accepted; capacity held
EV006391,RL01721,P013,resolved,2024-08-04,monitor,closed successfully
EV006392,RL01722,,classified,2024-07-23,intake,
EV006393,RL01722,P013,matched,2024-07-25,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006394,RL01723,,classified,2024-07-15,intake,
EV006395,RL01723,P013,matched,2024-07-18,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006396,RL01723,P013,booked,2024-07-21,negotiation,partner accepted; capacity held
EV006397,RL01723,P013,resolved,2024-07-26,monitor,closed successfully
EV006398,RL01724,,classified,2024-07-18,intake,
EV006399,RL01724,P015,matched,2024-07-20,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006400,RL01724,P015,booked,2024-07-27,negotiation,partner accepted; capacity held
EV006401,RL01724,P015,resolved,2024-08-07,monitor,closed successfully
EV006402,RL01725,,classified,2024-07-11,intake,
EV006403,RL01725,P013,matched,2024-07-13,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006404,RL01725,P013,booked,2024-07-22,negotiation,partner accepted; capacity held
EV006405,RL01725,P013,resolved,2024-08-15,monitor,closed successfully
EV006406,RL01726,,classified,2024-08-17,intake,
EV006407,RL01726,P013,matched,2024-08-20,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006408,RL01726,P013,booked,2024-08-26,negotiation,partner accepted; capacity held
EV006409,RL01726,P013,resolved,2024-09-20,monitor,closed successfully
EV006410,RL01727,,classified,2024-08-13,intake,
EV006411,RL01728,,classified,2024-08-05,intake,
EV006412,RL01728,P015,matched,2024-08-07,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006413,RL01728,P015,booked,2024-08-09,negotiation,partner accepted; capacity held
EV006414,RL01728,P015,resolved,2024-08-30,monitor,closed successfully
EV006415,RL01729,,classified,2024-08-04,intake,
EV006416,RL01729,P014,matched,2024-08-06,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006417,RL01729,P014,booked,2024-08-14,negotiation,partner accepted; capacity held
EV006418,RL01729,P014,resolved,2024-08-28,monitor,closed successfully
EV006419,RL01730,,classified,2024-08-07,intake,
EV006420,RL01730,P013,matched,2024-08-08,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006421,RL01730,P013,booked,2024-08-11,negotiation,partner accepted; capacity held
EV006422,RL01730,P013,resolved,2024-08-28,monitor,closed successfully
EV006423,RL01731,,classified,2024-08-09,intake,
EV006424,RL01731,P013,matched,2024-08-11,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006425,RL01731,P013,outreach_sent,2024-08-12,negotiation,round 1
EV006426,RL01731,P013,reply_received,2024-08-13,negotiation,propose_alternative
EV006427,RL01731,P013,outreach_sent,2024-08-14,negotiation,round 2
EV006428,RL01731,P013,reply_received,2024-08-15,negotiation,propose_alternative
EV006429,RL01731,P013,outreach_sent,2024-08-16,negotiation,round 3
EV006430,RL01731,P013,reply_received,2024-08-17,negotiation,propose_alternative
EV006431,RL01732,,classified,2024-08-22,intake,
EV006432,RL01732,P014,matched,2024-08-25,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006433,RL01732,P014,lost,2024-09-04,monitor,no fit / declined
EV006434,RL01733,,classified,2024-08-15,intake,
EV006435,RL01734,,classified,2024-08-02,intake,
EV006436,RL01734,P015,matched,2024-08-03,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006437,RL01734,P015,lost,2024-08-14,monitor,no fit / declined
EV006438,RL01735,,classified,2024-08-10,intake,
EV006439,RL01735,P015,matched,2024-08-12,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006440,RL01735,P015,booked,2024-08-14,negotiation,partner accepted; capacity held
EV006441,RL01735,P015,resolved,2024-08-24,monitor,closed successfully
EV006442,RL01736,,classified,2024-08-19,intake,
EV006443,RL01736,P015,matched,2024-08-20,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006444,RL01736,P015,booked,2024-08-24,negotiation,partner accepted; capacity held
EV006445,RL01736,P015,resolved,2024-09-16,monitor,closed successfully
EV006446,RL01737,,classified,2024-08-03,intake,
EV006447,RL01737,P013,matched,2024-08-04,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006448,RL01737,P013,booked,2024-08-06,negotiation,partner accepted; capacity held
EV006449,RL01737,P013,resolved,2024-08-29,monitor,closed successfully
EV006450,RL01738,,classified,2024-08-26,intake,
EV006451,RL01738,P015,matched,2024-08-29,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006452,RL01738,P015,booked,2024-08-31,negotiation,partner accepted; capacity held
EV006453,RL01738,P015,resolved,2024-09-15,monitor,closed successfully
EV006454,RL01739,,classified,2024-08-17,intake,
EV006455,RL01740,,classified,2024-08-26,intake,
EV006456,RL01740,P014,matched,2024-08-29,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006457,RL01740,P014,outreach_sent,2024-08-30,negotiation,round 1
EV006458,RL01740,P014,reply_received,2024-08-31,negotiation,propose_alternative
EV006459,RL01740,P014,outreach_sent,2024-09-01,negotiation,round 2
EV006460,RL01740,P014,reply_received,2024-09-02,negotiation,propose_alternative
EV006461,RL01740,P014,outreach_sent,2024-09-03,negotiation,round 3
EV006462,RL01740,P014,reply_received,2024-09-04,negotiation,propose_alternative
EV006463,RL01741,,classified,2024-09-13,intake,
EV006464,RL01741,P015,matched,2024-09-15,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006465,RL01741,P015,booked,2024-09-20,negotiation,partner accepted; capacity held
EV006466,RL01741,P015,escalated_to_hitl,2024-11-04,monitor,SLA breach — 45 days without resolution
EV006467,RL01742,,classified,2024-09-06,intake,
EV006468,RL01742,P015,matched,2024-09-08,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006469,RL01742,P015,booked,2024-09-13,negotiation,partner accepted; capacity held
EV006470,RL01742,P015,escalated_to_hitl,2024-10-28,monitor,SLA breach — 45 days without resolution
EV006471,RL01743,,classified,2024-09-21,intake,
EV006472,RL01743,P015,matched,2024-09-23,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006473,RL01743,P015,booked,2024-09-28,negotiation,partner accepted; capacity held
EV006474,RL01743,P015,escalated_to_hitl,2024-11-12,monitor,SLA breach — 45 days without resolution
EV006475,RL01744,,classified,2024-09-06,intake,
EV006476,RL01744,P015,matched,2024-09-07,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006477,RL01744,P015,booked,2024-09-10,negotiation,partner accepted; capacity held
EV006478,RL01744,P015,resolved,2024-09-28,monitor,closed successfully
EV006479,RL01745,,classified,2024-09-19,intake,
EV006480,RL01745,P015,matched,2024-09-21,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006481,RL01745,P015,booked,2024-09-25,negotiation,partner accepted; capacity held
EV006482,RL01745,P015,resolved,2024-10-13,monitor,closed successfully
EV006483,RL01746,,classified,2024-09-14,intake,
EV006484,RL01746,P014,matched,2024-09-16,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006485,RL01746,P014,booked,2024-09-24,negotiation,partner accepted; capacity held
EV006486,RL01746,P014,resolved,2024-10-10,monitor,closed successfully
EV006487,RL01747,,classified,2024-09-16,intake,
EV006488,RL01747,P013,matched,2024-09-19,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006489,RL01748,,classified,2024-09-01,intake,
EV006490,RL01748,P015,matched,2024-09-04,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006491,RL01748,P015,booked,2024-09-07,negotiation,partner accepted; capacity held
EV006492,RL01748,P015,resolved,2024-09-13,monitor,closed successfully
EV006493,RL01749,,classified,2024-09-03,intake,
EV006494,RL01749,P014,matched,2024-09-06,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006495,RL01749,P014,outreach_sent,2024-09-07,negotiation,round 1
EV006496,RL01749,P014,reply_received,2024-09-08,negotiation,propose_alternative
EV006497,RL01749,P014,outreach_sent,2024-09-09,negotiation,round 2
EV006498,RL01749,P014,reply_received,2024-09-10,negotiation,propose_alternative
EV006499,RL01749,P014,outreach_sent,2024-09-11,negotiation,round 3
EV006500,RL01749,P014,reply_received,2024-09-12,negotiation,propose_alternative
EV006501,RL01750,,classified,2024-09-04,intake,
EV006502,RL01750,P014,matched,2024-09-07,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006503,RL01750,P014,booked,2024-09-10,negotiation,partner accepted; capacity held
EV006504,RL01750,P014,resolved,2024-09-21,monitor,closed successfully
EV006505,RL01751,,classified,2024-09-14,intake,
EV006506,RL01751,P014,matched,2024-09-16,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006507,RL01751,P014,booked,2024-09-24,negotiation,partner accepted; capacity held
EV006508,RL01751,P014,resolved,2024-10-19,monitor,closed successfully
EV006509,RL01752,,classified,2024-09-18,intake,
EV006510,RL01752,P014,matched,2024-09-19,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006511,RL01753,,classified,2024-09-11,intake,
EV006512,RL01753,P014,matched,2024-09-14,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006513,RL01753,P014,booked,2024-09-17,negotiation,partner accepted; capacity held
EV006514,RL01753,P014,resolved,2024-10-08,monitor,closed successfully
EV006515,RL01754,,classified,2024-09-26,intake,
EV006516,RL01754,P014,matched,2024-09-29,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006517,RL01754,P014,booked,2024-10-09,negotiation,partner accepted; capacity held
EV006518,RL01754,P014,resolved,2024-10-15,monitor,closed successfully
EV006519,RL01755,,classified,2024-09-02,intake,
EV006520,RL01755,P015,matched,2024-09-03,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006521,RL01755,P015,lost,2024-09-08,monitor,no fit / declined
EV006522,RL01756,,classified,2024-10-06,intake,
EV006523,RL01756,P015,matched,2024-10-08,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006524,RL01756,P015,booked,2024-10-10,negotiation,partner accepted; capacity held
EV006525,RL01756,P015,resolved,2024-10-18,monitor,closed successfully
EV006526,RL01757,,classified,2024-10-25,intake,
EV006527,RL01757,P014,matched,2024-10-28,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006528,RL01757,P014,booked,2024-11-01,negotiation,partner accepted; capacity held
EV006529,RL01757,P014,resolved,2024-11-16,monitor,closed successfully
EV006530,RL01758,,classified,2024-10-03,intake,
EV006531,RL01758,P013,matched,2024-10-06,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006532,RL01758,P013,booked,2024-10-10,negotiation,partner accepted; capacity held
EV006533,RL01758,P013,resolved,2024-10-19,monitor,closed successfully
EV006534,RL01759,,classified,2024-10-16,intake,
EV006535,RL01759,P013,matched,2024-10-18,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006536,RL01759,P013,booked,2024-10-23,negotiation,partner accepted; capacity held
EV006537,RL01759,P013,resolved,2024-11-15,monitor,closed successfully
EV006538,RL01760,,classified,2024-10-06,intake,
EV006539,RL01760,P014,matched,2024-10-08,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006540,RL01760,P014,booked,2024-10-10,negotiation,partner accepted; capacity held
EV006541,RL01760,P014,resolved,2024-10-15,monitor,closed successfully
EV006542,RL01761,,classified,2024-10-15,intake,
EV006543,RL01761,P015,matched,2024-10-18,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006544,RL01761,P015,lost,2024-10-28,monitor,no fit / declined
EV006545,RL01762,,classified,2024-10-10,intake,
EV006546,RL01762,P015,matched,2024-10-12,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006547,RL01763,,classified,2024-10-11,intake,
EV006548,RL01763,P015,matched,2024-10-12,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006549,RL01764,,classified,2024-10-24,intake,
EV006550,RL01764,P014,matched,2024-10-26,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006551,RL01764,P014,booked,2024-10-30,negotiation,partner accepted; capacity held
EV006552,RL01764,P014,resolved,2024-11-18,monitor,closed successfully
EV006553,RL01765,,classified,2024-10-11,intake,
EV006554,RL01765,P015,matched,2024-10-12,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006555,RL01765,P015,booked,2024-10-16,negotiation,partner accepted; capacity held
EV006556,RL01765,P015,resolved,2024-11-04,monitor,closed successfully
EV006557,RL01766,,classified,2024-10-04,intake,
EV006558,RL01766,P015,matched,2024-10-05,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006559,RL01766,P015,booked,2024-10-11,negotiation,partner accepted; capacity held
EV006560,RL01766,P015,resolved,2024-10-27,monitor,closed successfully
EV006561,RL01767,,classified,2024-10-08,intake,
EV006562,RL01767,P013,matched,2024-10-11,matching,"top-3 by capacity+ROI, ranked P013 #1"
EV006563,RL01767,P013,booked,2024-10-19,negotiation,partner accepted; capacity held
EV006564,RL01767,P013,resolved,2024-11-13,monitor,closed successfully
EV006565,RL01768,,classified,2024-10-14,intake,
EV006566,RL01768,P014,matched,2024-10-16,matching,"top-3 by capacity+ROI, ranked P014 #1"
EV006567,RL01768,P014,booked,2024-10-23,negotiation,partner accepted; capacity held
EV006568,RL01768,P014,resolved,2024-10-29,monitor,closed successfully
EV006569,RL01769,,classified,2024-10-20,intake,
EV006570,RL01769,P015,matched,2024-10-22,matching,"top-3 by capacity+ROI, ranked P015 #1"
EV006571,RL01769,P015,booked,2024-10-25,negotiation,partner accepted; capacity held
EV006572,RL01769,P015,resolved,2024-11-03,monitor,closed successfully
EV006573,RL01770,,classified,2024-10-19,intake,
